radio_name,host_name,RAJ2000,DEJ2000,z,e_z,LengthMpc,e_LengthMpc,FirstDisc,DateDisc,Ref
ILTJ011347.59+292422.2,,18.448942,29.406102,0.48742,0.00012,0.708,0.037,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ011351.96+274137.8,,18.465874,27.686378,0.248,0.02,0.774,0.052,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ011414.17+231218.0,,18.559128,23.20543,0.653,0.069,0.794,0.056,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J011430.75+050830.6,18.628125,5.141844,0.20456,3e-05,1.353,0.021,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
ILTJ011434.05+223829.2,,18.642012,22.643537,0.74771,0.00028,0.729,0.046,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,18.668083,-36.2755,0.11207,,0.89,0.078,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
,J011444.51+332956.4,18.685466,33.49902,0.55764,0.00016,2.394,0.04,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ011449.80+323149.8,,18.706103,32.528243,0.57835,0.00011,1.462,0.041,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ011458.67+194210.8,,18.743405,19.703285,0.88113,0.00017,1.093,0.047,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ011525.36+234257.1,,18.859417,23.718568,1.247,0.01,0.786,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ011526.70+271333.2,,18.86551,27.22796,0.28059,3e-05,0.848,0.026,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ011535.48+244421.4,,18.898751,24.737517,0.516,0.064,0.816,0.066,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ011543.33+262620.3,,18.92883,26.439925,0.86901,7e-05,1.147,0.048,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ011550.76+320915.3,,18.961491,32.154508,0.56317,0.00018,0.794,0.04,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ011552.96+230010.9,,18.971619,23.003685,1.031,0.116,0.866,0.055,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ011556.01+321428.3,,18.982068,32.2412,0.37042,7e-05,0.815,0.032,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J011557.24+250720.3,18.988503,25.122307,0.18364,2e-05,1.281,0.019,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ011558.46+243446.9,,18.994299,24.576965,0.688,0.082,0.859,0.061,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,19.0221,-40.013,1.06,,1.707,0.205,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
ILTJ011612.50+301516.7,,19.053882,30.255005,0.674,0.049,0.717,0.048,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ011624.19+235446.5,,19.100367,23.912655,1.095,0.119,0.917,0.054,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,,19.104462,-47.377964,0.1461,,1.851,0.155,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
ILTJ011633.89+201114.9,,19.1402,20.190747,0.781,0.041,0.753,0.048,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,19.1479,-45.9257,1.015,,2.223,0.204,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
,J011638.07+105449.0,19.158667,10.913639,0.727,5e-05,1.281,0.045,Mahato et al. 2021,2021-11-22,Mahato et al. 2021
ILTJ011639.41+182916.0,J011639.08+182912.8,19.163208,18.487472,1.38527,,0.703,0.052,Mahato et al. 2021,2021-11-22,Mostert & Oei et al. 2024
ILTJ011637.31+272255.5,,19.164602,27.379538,0.32851,7e-05,0.792,0.029,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ011641.87+315351.4,,19.176676,31.898046,1.038,0.273,0.698,0.077,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ011656.73+221003.5,,19.236033,22.166649,0.87,0.081,1.856,0.071,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ011703.67+171049.8,,19.267313,17.178941,0.74,0.034,0.82,0.047,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ011715.72+230840.6,,19.314742,23.145231,0.866,0.218,0.873,0.095,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ011716.26+221212.5,,19.317516,22.204402,1.502,0.01,0.754,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ011717.92+221641.7,,19.323203,22.278042,1.144,0.172,1.279,0.063,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ011721.68+220440.5,,19.340646,22.078303,1.589,0.385,1.528,0.072,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J011734.84-011135.6,19.395178,-1.193229,0.1855,4e-05,1.195,0.019,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ011801.92+301348.9,,19.504655,30.230292,0.739,0.248,0.962,0.16,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ011808.07+303355.3,,19.533546,30.565231,0.682,0.07,1.014,0.06,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ011816.71+251958.8,,19.569096,25.332292,0.892,0.058,0.881,0.051,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ011819.36+273721.5,,19.580013,27.622411,1.048,0.098,1.065,0.054,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ011830.91+183524.5,,19.629359,18.593725,0.797,0.079,0.914,0.057,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ011834.55+222321.8,,19.644721,22.387082,0.935,0.104,0.934,0.057,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J011838.73+374352.7,19.661402,37.731323,0.1719,0.0087,1.268,0.055,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ011839.41+180547.8,,19.6632,18.098179,0.601,0.097,0.718,0.069,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ011852.31+272417.1,J011852.72+272447.0,19.719681,27.413076,0.4486,0.03,0.959,0.052,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ011902.52+211226.9,,19.760244,21.206845,1.008,0.16,0.853,0.06,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ011920.30+232702.4,,19.836693,23.450934,0.518,0.057,0.72,0.056,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ011923.74+265602.9,,19.849578,26.934746,0.907,0.336,0.892,0.156,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J011929.92+391626.1,19.874706,39.273932,0.1077,0.0079,0.807,0.053,Oei et al. 2022,2022-10-24,Oei et al. in prep.
ILTJ011939.53+200251.9,,19.913028,20.049711,0.792,0.053,1.042,0.052,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ011947.50+173753.3,,19.950481,17.632315,0.59185,0.00012,1.166,0.041,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ011952.04+285354.6,,19.967329,28.896337,0.504,0.023,0.958,0.044,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J012006.40+270156.7,20.0267,27.032427,0.2627,0.0237,1.603,0.107,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ012016.17+303204.7,,20.06528,30.532565,0.73461,0.03974,0.782,0.048,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,20.160833,-17.031944,0.08886,,1.071,0.097,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
ILTJ012041.12+271205.1,,20.170986,27.202281,1.076,0.314,0.681,0.081,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012046.06+254545.8,,20.188469,25.76524,1.003,0.083,0.982,0.053,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J012051.84+371945.7,20.216025,37.329371,0.4119,0.03,1.79,0.086,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ012056.33+195557.8,,20.230363,19.929593,0.647,0.037,0.746,0.047,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012104.65+215745.1,,20.268249,21.962713,1.006,0.06,0.954,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012105.34+315616.2,,20.272043,31.938834,0.672,0.034,0.729,0.046,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012106.47+190630.7,,20.274131,19.108632,1.175,0.094,0.88,0.052,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012120.32+225336.1,,20.32594,22.894737,0.899,0.061,0.874,0.051,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012123.52+240825.1,,20.346141,24.140494,1.337,0.231,0.824,0.054,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,20.3779,-46.9399,0.813,,1.246,0.19,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
ILTJ012137.95+221309.0,,20.40731,22.220542,1.075,0.124,1.019,0.056,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J012138.61+423313.4,20.410905,42.553748,0.2038,0.0098,0.934,0.041,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ012212.72+230122.9,,20.558572,23.027307,1.11,0.158,0.852,0.057,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012223.39+280937.3,J012223.23+280959.4,20.596804,28.16652,0.4885,0.0346,1.822,0.08,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ012230.18+270832.3,,20.624824,27.144384,1.144,0.229,1.727,0.092,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012236.78+253007.6,,20.648796,25.494086,0.726,0.064,1.581,0.07,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012241.45+253627.3,,20.66989,25.60415,0.853,0.209,0.731,0.083,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012244.64+255459.3,,20.68396,25.915946,0.639,0.037,0.7,0.047,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012257.48+281648.4,,20.737741,28.281614,1.154,0.159,0.763,0.054,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012257.24+185834.9,,20.742201,18.973383,1.357,0.01,0.807,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012302.44+203008.7,,20.763027,20.502053,0.45,0.048,1.108,0.077,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012307.71+271229.5,,20.76799,27.203257,0.55569,0.00016,1.135,0.04,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012305.81+222548.1,,20.773908,22.430176,1.009,0.291,0.709,0.086,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012308.05+293934.8,,20.782515,29.660841,1.427,0.259,0.912,0.055,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J012312.90+394832.3,20.803791,39.808977,0.7206,0.045,2.585,0.077,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ012313.37+281524.3,,20.806542,28.259497,1.122,0.173,0.708,0.055,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012316.01+204444.0,,20.815613,20.746288,0.879,0.119,0.701,0.056,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012320.22+262757.6,,20.835409,26.466054,0.867,0.06,1.292,0.055,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012321.81+281042.5,,20.83795,28.185313,0.346,0.106,0.794,0.171,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012326.12+270837.3,,20.857798,27.142979,1.172,0.084,0.717,0.051,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012330.47+192323.3,,20.877209,19.394015,0.359,0.308,0.632,0.362,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012336.65+293343.7,,20.902772,29.563018,1.721,0.546,0.696,0.072,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012337.83+293418.1,J012342.20+293633.1,20.925855,29.609216,1.462,0.618,3.16,0.502,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
,J012359.92+431255.7,20.999667,43.215494,0.409,0.0565,1.643,0.143,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
ILTJ012411.67+255044.0,,21.05477,25.84136,0.716,0.039,0.801,0.048,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012422.69+283114.9,J012422.69+283137.2,21.094574,28.52702,0.5894,0.1178,2.063,0.211,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ012436.03+222629.5,,21.148224,22.440344,1.392,0.536,0.817,0.116,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J012440.54+194003.9,21.168939,19.667751,0.5775,0.1622,3.801,0.574,Oei et al. 2022,2022-10-24,Oei et al. 2022
,J012443.72+395251.0,21.182203,39.880846,0.2981,0.0134,1.126,0.045,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ012445.93+242929.1,,21.192023,24.491112,1.046,0.154,0.936,0.059,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012450.04+261410.2,,21.208619,26.236969,1.041,0.256,0.82,0.078,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J012456.79+383613.8,21.236645,38.603835,0.1206,0.01,1.305,0.093,Oei et al. 2022,2022-10-24,Oei et al. in prep.
ILTJ012507.66+274401.0,,21.281572,27.733084,0.60724,0.00022,1.112,0.042,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012517.57+172100.7,,21.32238,17.349242,1.38,0.289,0.829,0.057,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012518.33+223823.5,,21.325582,22.639279,1.009,0.121,1.236,0.061,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012529.27+210742.9,,21.372203,21.130556,0.909,0.092,0.792,0.053,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012530.54+261919.1,,21.377551,26.32357,1.13,0.105,0.751,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J012532.16+070337.1,21.384,7.060308,0.098,0.0101,1.167,0.109,Dabhade et al. 2020 / prior,2020-08-05,Oei et al. in prep.
,,21.4841,-41.1696,0.11852,,1.061,0.107,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
ILTJ012600.93+263352.7,,21.504569,26.56814,0.678,0.056,0.778,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012608.41+250504.7,,21.534933,25.073335,0.764,0.141,1.342,0.109,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012613.00+184120.3,,21.55598,18.690813,1.015,0.105,0.755,0.053,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012624.16+205953.0,,21.604305,20.994666,0.802,0.089,1.275,0.068,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012630.81+285557.1,,21.627842,28.93008,0.889,0.2,1.401,0.121,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012652.04+202435.3,,21.720013,20.408942,0.52737,0.00011,0.857,0.039,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,21.7427,-44.1182,0.364,,1.219,0.148,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
ILTJ012659.39+232827.8,,21.749263,23.473747,1.029,0.14,1.018,0.059,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012704.13+233302.7,,21.770203,23.553561,0.30883,5e-05,1.115,0.028,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012717.31+164436.4,,21.821697,16.742227,0.47726,0.00011,0.725,0.037,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012718.14+185308.5,,21.826564,18.884833,1.228,0.01,0.799,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012721.77+283202.0,,21.836121,28.532604,0.962,0.121,1.806,0.078,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,21.8368,-46.177,0.72,,2.076,0.195,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
ILTJ012721.73+210533.2,,21.841512,21.091693,0.799,0.073,0.924,0.055,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012723.72+215919.5,,21.850157,21.989225,1.021,0.094,0.708,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012743.29+335001.2,,21.931437,33.835426,0.4853,0.0001,1.051,0.037,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012805.20+191121.2,,22.023214,19.188777,0.835,0.16,0.785,0.072,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012805.89+333836.6,,22.024037,33.646428,0.60535,0.00017,0.785,0.042,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ012831.64+231647.5,J012833.83+231629.0,22.140979,23.274726,0.23431,3e-05,1.016,0.023,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ012837.99+202733.0,,22.158325,20.457988,0.791,0.046,1.212,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012842.42+245945.6,,22.181082,24.994909,0.596,0.047,1.007,0.056,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ012848.53+243156.9,J012848.89+243152.1,22.203742,24.531141,0.16454,2e-05,0.805,0.017,Dabhade et al. 2020 / prior,2020-08-05,Mostert & Oei et al. 2024
,J012854.52+413715.6,22.227198,41.621024,0.3006,0.1026,0.832,0.21,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ012907.04+231049.2,,22.279415,23.194269,1.396,0.42,1.791,0.139,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,22.3443,-43.5151,0.919,,1.059,0.196,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
,J012935.26-075804.4,22.396667,-7.967778,0.0991,,1.673,0.149,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
ILTJ013008.88+331129.4,,22.540714,33.186542,1.324,0.244,1.32,0.062,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013037.52+262927.7,,22.662776,26.494933,0.784,0.059,0.794,0.051,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ013038.36+223322.0,,22.667288,22.552815,0.53052,0.00033,0.95,0.039,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013052.36+295619.5,,22.716673,29.947716,1.335,0.01,0.89,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013056.00+211215.7,,22.734476,21.202254,0.62842,0.0002,0.936,0.042,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013112.68+235647.4,,22.803871,23.945052,0.72479,0.00029,0.707,0.044,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013113.42+254926.3,,22.805651,25.826071,1.052,0.126,0.726,0.053,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ013130.25+210916.5,,22.876494,21.154526,0.882,0.092,0.747,0.054,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013133.01+202314.9,,22.887486,20.385659,0.614,0.01,1.431,0.043,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ013137.63+195106.2,,22.906622,19.851997,0.823,0.23,0.942,0.118,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013138.60+314729.1,,22.909068,31.794531,0.692,0.043,0.916,0.049,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,22.9477,-49.0263,1.0,,1.197,0.199,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
ILTJ013147.90+234606.1,,22.949114,23.76848,0.882,0.298,0.785,0.126,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013204.33+195242.9,,23.018535,19.881727,0.51599,0.0001,1.247,0.038,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013210.38+282334.2,,23.044267,28.390075,0.882,0.049,1.093,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013228.08+272336.1,,23.116847,27.395683,0.514,0.044,1.477,0.077,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013235.38+202156.7,,23.14802,20.367473,0.845,0.061,0.975,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013253.08+232611.4,,23.218625,23.426251,1.105,0.142,1.178,0.06,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013251.69+245213.5,,23.221695,24.876895,0.24654,3e-05,0.853,0.024,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013253.28+221300.6,,23.222367,22.217239,1.149,0.208,0.753,0.057,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ013311.67+183652.7,,23.298594,18.614359,0.869,0.116,0.884,0.06,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013319.78+201157.0,,23.330693,20.200668,0.52,0.043,1.338,0.069,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,23.3367,-46.9171,0.65,,1.067,0.178,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
,J013327.24-082416.5,23.3635,-8.404589,0.14893,2e-05,0.919,0.016,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
ILTJ013328.67+173404.2,,23.369898,17.565051,0.91888,0.50959,0.658,0.2,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,23.4138,-44.517,1.048,,1.045,0.202,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
ILTJ013340.36+220035.4,,23.418523,22.006866,1.119,0.124,1.127,0.055,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J013402.79+230202.6,23.511638,23.034074,0.2434,0.0155,1.377,0.069,Oei et al. 2022,2022-10-24,Oei et al. 2022
,J013406.32+301537.2,23.52637,30.260359,0.8838,0.1378,4.03,0.207,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ013411.52+274118.3,,23.545053,27.700248,0.611,0.046,1.06,0.054,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J013412.78-010729.4,23.553333,-1.124722,0.0789,2e-05,1.087,0.009,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
ILTJ013428.81+192834.2,,23.620632,19.476596,0.675,0.049,0.899,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013429.46+331900.4,,23.620974,33.324422,0.28537,6e-05,0.714,0.027,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013430.49+180103.3,,23.623304,18.019612,0.855,0.089,0.9,0.057,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013439.44+300345.3,,23.66503,30.062531,1.025,0.107,1.251,0.058,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J013443.68+253832.4,23.682022,25.642338,0.4018,0.0746,1.486,0.176,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ013443.03+253831.9,,23.686706,25.645987,0.761,0.072,2.054,0.083,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013456.75+265948.3,,23.72822,26.995887,0.736,0.06,0.845,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,23.8273,-42.8276,2.0,,1.353,0.205,Andernach et al. 2021,2021-11-02,Andernach et al. 2021
ILTJ013522.37+280510.7,,23.842701,28.092273,0.728,0.117,1.282,0.095,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013524.68+195607.9,,23.856389,19.933407,1.677,0.477,0.88,0.068,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013526.42+273913.8,,23.862308,27.65186,0.823,0.091,1.062,0.061,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ013527.95+251552.1,,23.866973,25.262781,1.271,0.215,0.801,0.056,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,23.867917,37.901667,0.4373,,1.44,0.089,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
,J013528.74+274621.9,23.869784,27.772762,0.12924,2e-05,0.943,0.014,Oei et al. 2022,2022-10-24,Oei et al. in prep.
,J013536.11+504038.5,23.900458,50.677372,0.476,0.0181,1.686,0.05,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
ILTJ013554.46+285858.5,,23.976197,28.983555,0.809,0.062,0.928,0.052,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J013558.27+273513.2,23.992801,27.587001,0.12983,2e-05,0.789,0.014,Oei et al. 2022,2022-10-24,Oei et al. in prep.
